step,train_loss,tok_s,mem_mb,gpu_alloc_mb,gpu_reserved_mb,cpu_rss_mb,val_loss,val_ppl,attn_elems,attn_ratio,attn_lq,attn_lk_per_layer,head_entropy,step_time_ms,eval_time_s
50,51.366096,4004.58,0.00,,,1997.55,,,16777216.00,1.000000,512,"512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512","0.8151,0.8147,0.8145,0.8144,0.8146,0.8141,0.8144,0.8150,0.8147,0.8163,0.8158,0.8149,0.8102,0.8146,0.8131,0.8146,0.8148,0.8160,0.8171,0.8168,0.8196,0.8161,0.8174,0.8185,0.8215,0.8203,0.8224,0.8207,0.8222,0.8223,0.8225,0.8213,0.8232,0.8233,0.8234,0.8227,0.8232,0.8226,0.8227,0.8226,0.8236,0.8237,0.8236,0.8232,0.8235,0.8235,0.8232,0.8227,0.8238,0.8238,0.8235,0.8240,0.8230,0.8232,0.8234,0.8233,0.8240,0.8230,0.8236,0.8239,0.8238,0.8240,0.8234,0.8233",618.02,
100,35.271896,4786.25,0.00,,,1997.55,,,16777216.00,1.000000,512,"512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512","0.8147,0.8138,0.8143,0.8124,0.8138,0.8077,0.8138,0.8083,0.8152,0.8163,0.8153,0.8136,0.8118,0.8145,0.8108,0.8133,0.8184,0.8177,0.8176,0.8192,0.8209,0.8198,0.8187,0.8203,0.8225,0.8221,0.8225,0.8222,0.8233,0.8229,0.8231,0.8230,0.8234,0.8239,0.8239,0.8234,0.8238,0.8228,0.8234,0.8236,0.8239,0.8239,0.8242,0.8241,0.8242,0.8241,0.8241,0.8238,0.8244,0.8239,0.8235,0.8239,0.8239,0.8237,0.8238,0.8234,0.8240,0.8238,0.8242,0.8242,0.8239,0.8241,0.8233,0.8240",606.25,
150,26.379490,4438.55,0.00,,,1997.55,,,16777216.00,1.000000,512,"512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512","0.8137,0.8113,0.8126,0.8056,0.8128,0.7943,0.8140,0.7965,0.8154,0.8158,0.8145,0.8127,0.8135,0.8152,0.8088,0.8120,0.8202,0.8199,0.8193,0.8205,0.8215,0.8214,0.8206,0.8210,0.8232,0.8228,0.8237,0.8231,0.8226,0.8228,0.8234,0.8229,0.8231,0.8239,0.8235,0.8233,0.8234,0.8235,0.8237,0.8237,0.8238,0.8242,0.8244,0.8232,0.8239,0.8236,0.8241,0.8239,0.8235,0.8237,0.8232,0.8239,0.8236,0.8236,0.8238,0.8236,0.8245,0.8243,0.8240,0.8236,0.8236,0.8237,0.8246,0.8241",605.84,
200,21.780546,4278.01,0.00,,,1997.55,,,16777216.00,1.000000,512,"512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512","0.8135,0.8089,0.8119,0.7996,0.8107,0.7851,0.8138,0.7856,0.8147,0.8157,0.8147,0.8128,0.8134,0.8154,0.8075,0.8084,0.8217,0.8197,0.8206,0.8215,0.8224,0.8216,0.8211,0.8224,0.8233,0.8230,0.8235,0.8230,0.8232,0.8232,0.8231,0.8231,0.8242,0.8232,0.8236,0.8238,0.8235,0.8237,0.8236,0.8233,0.8237,0.8238,0.8244,0.8238,0.8237,0.8234,0.8241,0.8239,0.8238,0.8235,0.8240,0.8245,0.8236,0.8240,0.8236,0.8246,0.8237,0.8234,0.8239,0.8243,0.8242,0.8237,0.8241,0.8247",680.84,
200,,,,20.620799,902608037.5427
250,18.419146,2715.17,0.00,,,1997.55,,,16777216.00,1.000000,512,"512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512","0.8124,0.8062,0.8098,0.7855,0.8063,0.7747,0.8126,0.7651,0.8157,0.8168,0.8144,0.8110,0.8142,0.8154,0.8045,0.8087,0.8213,0.8207,0.8214,0.8220,0.8226,0.8218,0.8218,0.8226,0.8231,0.8228,0.8236,0.8234,0.8235,0.8237,0.8237,0.8238,0.8235,0.8238,0.8239,0.8238,0.8240,0.8238,0.8243,0.8241,0.8243,0.8236,0.8240,0.8240,0.8244,0.8240,0.8237,0.8245,0.8238,0.8241,0.8239,0.8235,0.8235,0.8241,0.8239,0.8235,0.8238,0.8244,0.8246,0.8239,0.8238,0.8240,0.8239,0.8240",605.91,
300,15.764757,4791.83,0.00,,,1997.55,,,16777216.00,1.000000,512,"512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512","0.8121,0.8007,0.8049,0.7725,0.7919,0.7670,0.8106,0.7387,0.8152,0.8162,0.8132,0.8110,0.8140,0.8160,0.7961,0.8076,0.8216,0.8210,0.8219,0.8227,0.8230,0.8221,0.8219,0.8229,0.8236,0.8235,0.8238,0.8239,0.8238,0.8243,0.8234,0.8232,0.8236,0.8237,0.8238,0.8236,0.8239,0.8238,0.8235,0.8235,0.8238,0.8232,0.8241,0.8234,0.8236,0.8242,0.8236,0.8242,0.8241,0.8238,0.8237,0.8242,0.8233,0.8241,0.8239,0.8239,0.8239,0.8240,0.8242,0.8237,0.8238,0.8240,0.8238,0.8236",611.28,
350,15.414726,4218.01,0.00,,,1997.55,,,5963776.00,0.355469,512,"256,256,256,256,256,256,256,256|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|128,256,256,256,256,256,256,256|128,128,128,128,128,128,128,128|64,64,64,64,64,64,64,64|64,64,64,64,64,64,64,64|64,64,64,64,64,64,64,64","0.8189,0.8004,0.8037,0.7506,0.7885,0.7629,0.8143,0.7429,0.8041,0.8035,0.7958,0.7947,0.8012,0.8039,0.7446,0.7890,0.8223,0.8205,0.8225,0.8223,0.8224,0.8229,0.8224,0.8231,0.8119,0.8309,0.8313,0.8309,0.8311,0.8308,0.8315,0.8312,0.8121,0.8116,0.8121,0.8115,0.8128,0.8120,0.8123,0.8116,0.7489,0.7487,0.7501,0.7484,0.7490,0.7486,0.7489,0.7487,0.7485,0.7493,0.7491,0.7497,0.7490,0.7484,0.7489,0.7485,0.7492,0.7488,0.7496,0.7484,0.7489,0.7486,0.7485,0.7492",747.57,
400,13.624690,4089.80,0.00,,,1997.55,,,5963776.00,0.355469,512,"256,256,256,256,256,256,256,256|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|128,256,256,256,256,256,256,256|128,128,128,128,128,128,128,128|64,64,64,64,64,64,64,64|64,64,64,64,64,64,64,64|64,64,64,64,64,64,64,64","0.8158,0.7892,0.7854,0.7145,0.7759,0.7395,0.8056,0.7385,0.8030,0.8026,0.7747,0.7857,0.8000,0.8036,0.6754,0.7773,0.8217,0.8215,0.8226,0.8226,0.8222,0.8224,0.8222,0.8229,0.8121,0.8306,0.8311,0.8318,0.8309,0.8313,0.8313,0.8311,0.8122,0.8126,0.8128,0.8130,0.8124,0.8125,0.8117,0.8124,0.7489,0.7489,0.7494,0.7494,0.7491,0.7496,0.7484,0.7490,0.7493,0.7482,0.7491,0.7494,0.7489,0.7494,0.7482,0.7487,0.7485,0.7495,0.7479,0.7476,0.7494,0.7493,0.7486,0.7486",1076.32,
400,,,,12.232533,205362.8049
450,12.912458,2231.20,0.00,,,1997.55,,,6029312.00,0.359375,512,"256,256,256,256,256,256,256,256|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|256,256,256,256,256,256,256,256|128,128,128,128,128,128,128,128|64,64,64,64,64,64,64,64|64,64,64,64,64,64,64,64|64,64,64,64,64,64,64,64","0.8103,0.7799,0.7571,0.6958,0.7625,0.7198,0.8019,0.7363,0.8004,0.7993,0.7063,0.7488,0.8010,0.7986,0.6144,0.7417,0.8219,0.8218,0.8224,0.8228,0.8225,0.8221,0.8225,0.8230,0.8313,0.8312,0.8304,0.8315,0.8309,0.8313,0.8313,0.8312,0.8126,0.8121,0.8128,0.8126,0.8125,0.8132,0.8119,0.8122,0.7487,0.7482,0.7494,0.7476,0.7484,0.7486,0.7494,0.7484,0.7484,0.7489,0.7484,0.7492,0.7492,0.7486,0.7487,0.7487,0.7487,0.7488,0.7487,0.7488,0.7487,0.7491,0.7496,0.7488",855.29,
